modelo;tipo_grade;N;execucao;voxel_size;nx;ny;nz;total;occupied;empty;density;t_vox;delta_rss_vox;octree_nodes;leaves_full;leaves_empty;max_depth;t_oct;delta_rss_oct;compression
Buda;Justa;400;6;0,3775;165;401;166;10983390;298866;10684524;0,0272;21,055;6,75;1644321;205720;1233061;9;13,936;339,17;0,1497
Buda;Justa;400;7;0,3775;165;401;166;10983390;298866;10684524;0,0272;21,055;6,75;1644321;205720;1233061;9;12,305;339,98;0,1497
Buda;Justa;400;8;0,3775;165;401;166;10983390;298866;10684524;0,0272;21,055;6,75;1644321;205720;1233061;9;13,921;340,07;0,1497
Buda;Justa;400;9;0,3775;165;401;166;10983390;298866;10684524;0,0272;21,055;6,75;1644321;205720;1233061;9;10,867;339,99;0,1497
Buda;Justa;400;10;0,3775;165;401;166;10983390;298866;10684524;0,0272;21,055;6,75;1644321;205720;1233061;9;13,990;340,90;0,1497
Buda;Cubica;400;1;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;5,673;184,89;0,0168
Buda;Cubica;400;2;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;7,553;187,69;0,0168
Buda;Cubica;400;3;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;6,444;187,70;0,0168
Buda;Cubica;400;4;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;5,605;187,64;0,0168
Buda;Cubica;400;5;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;5,600;187,59;0,0168
Buda;Cubica;400;6;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;6,771;187,71;0,0168
Buda;Cubica;400;7;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;8,102;186,63;0,0168
Buda;Cubica;400;8;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;8,688;186,52;0,0168
Buda;Cubica;400;9;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;8,695;186,62;0,0168
Buda;Cubica;400;10;0,3775;400;400;400;64000000;298864;63701136;0,0047;21,055;6,75;1077633;253573;689356;9;7,702;185,64;0,0168
